ID,innings,overs,ballnumber,batter,bowler,non_striker,extra_type,batsman_run,extras_run,total_run,non_boundary,isWicketDelivery,player_out,kind,fielders_involved,BattingTeam,player,team
1178399,2,1,1,Q de Kock,Mohammed Shami,SD Lad,NA,0,0,0,0,0,NA,NA,NA,Mumbai Indians,Mohammed Shami,GT
1136562,1,1,1,G Gambhir,MM Sharma,C Munro,NA,0,0,0,0,0,NA,NA,NA,Delhi Daredevils,MM Sharma,GT
733975,2,1,1,AM Rahane,Mohammed Shami,KK Nair,NA,4,0,4,0,0,NA,NA,NA,Rajasthan Royals,Mohammed Shami,GT
1136572,2,1,1,SR Watson,MM Sharma,M Vijay,NA,0,0,0,0,0,NA,NA,NA,Chennai Super Kings,MM Sharma,GT
734019,2,1,1,V Sehwag,Mohammed Shami,M Vohra,NA,4,0,4,0,0,NA,NA,NA,Kings XI Punjab,Mohammed Shami,GT
1254068,2,1,1,S Dhawan,Mohammed Shami,PP Shaw,NA,0,0,0,0,0,NA,NA,NA,Delhi Capitals,Mohammed Shami,GT
1254112,2,1,1,S Dhawan,J Yadav,PP Shaw,NA,1,0,1,0,0,NA,NA,NA,Delhi Capitals,J Yadav,GT
1254086,2,1,1,S Dhawan,Mohammed Shami,PP Shaw,NA,1,0,1,0,0,NA,NA,NA,Delhi Capitals,Mohammed Shami,GT
1216515,1,1,1,S Dhawan,Shivam Mavi,PP Shaw,NA,4,0,4,0,0,NA,NA,NA,Delhi Capitals,Shivam Mavi,GT
829801,2,1,1,Q de Kock,MM Sharma,SS Iyer,NA,0,0,0,0,0,NA,NA,NA,Delhi Daredevils,MM Sharma,GT
1254115,1,1,1,D Padikkal,Shivam Mavi,V Kohli,NA,0,0,0,0,0,NA,NA,NA,Royal Challengers Bangalore,Shivam Mavi,GT
980999,1,1,1,CH Gayle,MM Sharma,V Kohli,NA,1,0,1,0,0,NA,NA,NA,Royal Challengers Bangalore,MM Sharma,GT
