ID,innings,overs,ballnumber,batter,bowler,non_striker,extra_type,batsman_run,extras_run,total_run,non_boundary,isWicketDelivery,player_out,kind,fielders_involved,BattingTeam,player,team
598043,1,0,2,AM Rahane,S Narwal,SR Watson,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals,AM Rahane,CSK
598019,1,0,2,AM Rahane,MG Johnson,SR Watson,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals,AM Rahane,CSK
829769,2,0,2,AM Rahane,MJ McClenaghan,SR Watson,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals,AM Rahane,CSK
980949,1,0,2,AM Rahane,P Kumar,SS Tiwary,NA,4,0,4,0,0,NA,NA,NA,Rising Pune Supergiants,AM Rahane,CSK
1178418,2,0,2,AM Rahane,CR Brathwaite,SV Samson,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals,AM Rahane,CSK
1178411,2,0,2,AM Rahane,HH Pandya,SV Samson,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals,AM Rahane,CSK
829721,2,0,2,AM Rahane,R Vinay Kumar,SV Samson,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals,AM Rahane,CSK
829715,2,0,2,AM Rahane,JD Unadkat,SV Samson,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals,AM Rahane,CSK
829709,1,0,2,AM Rahane,Sandeep Sharma,SV Samson,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals,AM Rahane,CSK
1178415,1,0,2,AM Rahane,I Sharma,SV Samson,NA,4,0,4,0,0,NA,NA,NA,Rajasthan Royals,AM Rahane,CSK
1216543,2,0,2,BA Stokes,K Rabada,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals,BA Stokes,CSK
1216507,2,0,2,BA Stokes,Sandeep Sharma,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals,BA Stokes,CSK
1178402,2,0,2,AM Rahane,JP Behrendorff,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals,AM Rahane,CSK
1178396,1,0,2,AM Rahane,PP Chawla,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals,AM Rahane,CSK
1175367,2,0,2,AM Rahane,DL Chahar,JC Buttler,NA,0,0,0,0,1,AM Rahane,caught,RA Jadeja,Rajasthan Royals,AM Rahane,CSK
